settlement_id,sender_id,receiver_id,security_id,settlement_date
STL530892,bnpp7891,jpmc7624,SEC91784412,2025-06-25
STL201854,gsch9157,gsch9157,SEC49683435,2025-06-25
STL134716,gsch9157,bnym4392,SEC32466378,2025-06-25
STL744166,msly3284,msly3284,SEC83195927,2025-06-25
STL710929,jpmc7624,bnpp7891,SEC54828914,2025-06-25
STL530892,msly3284,bnpp7891,SEC83195927,2025-06-25
STL518951,gsch9157,bnpp7891,SEC83173177,2025-06-25
STL105708,gsch9157,gsch9157,SEC06816856,2025-06-25
STL726929,gsch9157,bnpp7891,SEC02448522,2025-06-25
STL979030,bnym4392,bnym4392,SEC42818625,2025-06-25
STL146302,msly3284,jpmc7624,SEC24408638,2025-06-25
STL909037,msly3284,gsch9157,SEC86593716,2025-06-25
STL575802,bnym4392,bnym4392,SEC87795918,2025-06-25
STL911288,gsch9157,bnym4392,SEC95275942,2025-06-25
STL564460,jpmc7624,gsch9157,SEC69469810,2025-06-25
STL952065,gsch9157,gsch9157,SEC41338804,2025-06-25
STL924936,gsch9157,gsch9157,SEC83195927,2025-06-25
STL282784,gsch9157,bnym4392,SEC16236506,2025-06-25
STL601387,msly3284,bnpp7891,SEC53732572,2025-06-25
STL530892,bnpp7891,bnpp7891,SEC95768551,2025-06-25
STL997585,bnpp7891,jpmc7624,SEC90499683,2025-06-25
STL722474,gsch9157,bnym4392,SEC97582275,2025-06-25
STL380517,gsch9157,bnym4392,SEC23978461,2025-06-25
STL973418,bnpp7891,msly3284,SEC90053185,2025-06-25
STL218395,bnym4392,msly3284,SEC21362411,2025-06-25
STL719208,jpmc7624,jpmc7624,SEC11175111,2025-06-25
STL218395,bnym4392,gsch9157,SEC07062809,2025-06-25
STL479544,bnpp7891,bnym4392,SEC73731576,2025-06-25
STL188171,bnym4392,bnym4392,SEC17957015,2025-06-25
STL723161,msly3284,bnpp7891,SEC94008735,2025-06-25
STL537804,bnym4392,msly3284,SEC83632787,2025-06-25
STL567399,jpmc7624,bnym4392,SEC11175111,2025-06-25
STL869533,gsch9157,gsch9157,SEC72521965,2025-06-25
STL953165,bnpp7891,msly3284,SEC97582275,2025-06-25
STL336830,bnpp7891,jpmc7624,SEC17610386,2025-06-25
STL218395,bnpp7891,bnpp7891,SEC54828914,2025-06-25
STL613790,msly3284,msly3284,SEC83632787,2025-06-25
STL952325,gsch9157,gsch9157,SEC89131773,2025-06-25
STL952325,msly3284,bnpp7891,SEC54828914,2025-06-25
STL744166,bnym4392,msly3284,SEC21484824,2025-06-25
STL411060,bnym4392,bnym4392,SEC83173177,2025-06-25
STL661095,msly3284,bnpp7891,SEC36592448,2025-06-25
STL816130,bnym4392,jpmc7624,SEC90053185,2025-06-25
STL700867,bnym4392,msly3284,SEC80224851,2025-06-25
STL219416,gsch9157,jpmc7624,SEC95275942,2025-06-25
STL644492,msly3284,gsch9157,SEC04289209,2025-06-25
STL380517,bnym4392,bnpp7891,SEC80224851,2025-06-25
STL440862,bnym4392,bnym4392,SEC42838516,2025-06-25
STL530892,gsch9157,bnym4392,SEC91784412,2025-06-25
STL518951,gsch9157,gsch9157,SEC60427503,2025-06-25
STL575802,bnym4392,gsch9157,SEC38429949,2025-06-25
STL188171,bnym4392,bnym4392,SEC89131773,2025-06-25
STL865620,msly3284,msly3284,SEC62152014,2025-06-25
STL865620,bnym4392,bnym4392,SEC83173177,2025-06-25
STL869533,gsch9157,msly3284,SEC46886048,2025-06-25
STL613790,msly3284,bnym4392,SEC06358328,2025-06-25
STL380517,msly3284,bnpp7891,SEC24408638,2025-06-25
STL218395,jpmc7624,bnpp7891,SEC36592448,2025-06-25
STL475049,bnpp7891,bnym4392,SEC54026709,2025-06-25
STL924936,jpmc7624,jpmc7624,SEC24347409,2025-06-25
STL422417,bnym4392,jpmc7624,SEC63563961,2025-06-25
STL343491,gsch9157,bnym4392,SEC54408706,2025-06-25
STL876727,gsch9157,jpmc7624,SEC02448522,2025-06-25
STL282784,gsch9157,jpmc7624,SEC06153969,2025-06-25
STL644492,gsch9157,bnym4392,SEC38429949,2025-06-25
STL719208,bnym4392,gsch9157,SEC35452554,2025-06-25
STL710929,msly3284,jpmc7624,SEC24408638,2025-06-25
STL254736,bnym4392,bnym4392,SEC02448522,2025-06-25
STL218395,bnpp7891,gsch9157,SEC97582275,2025-06-25
STL370427,bnym4392,gsch9157,SEC80224851,2025-06-25
STL744166,bnym4392,bnpp7891,SEC17238945,2025-06-25
STL967457,bnym4392,bnym4392,SEC54026709,2025-06-25
STL450516,msly3284,msly3284,SEC95768551,2025-06-25
STL530892,gsch9157,bnpp7891,SEC78838772,2025-06-25
STL201854,bnym4392,gsch9157,SEC80744213,2025-06-25
STL876727,bnpp7891,msly3284,SEC39713534,2025-06-25
STL635737,jpmc7624,bnpp7891,SEC91784412,2025-06-25
STL564081,msly3284,bnpp7891,SEC47880084,2025-06-25
STL468319,msly3284,jpmc7624,SEC94008735,2025-06-25
STL282784,gsch9157,bnym4392,SEC17610386,2025-06-25
STL644492,msly3284,msly3284,SEC47880084,2025-06-25
STL865620,bnym4392,bnym4392,SEC17238945,2025-06-25
STL370427,bnym4392,jpmc7624,SEC29761625,2025-06-25
STL697030,msly3284,msly3284,SEC97582275,2025-06-25
STL876744,msly3284,bnym4392,SEC15770835,2025-06-25
STL726929,gsch9157,jpmc7624,SEC42818625,2025-06-25
STL218395,jpmc7624,bnym4392,SEC95275942,2025-06-25
STL450516,bnym4392,bnpp7891,SEC35452554,2025-06-25
STL567399,gsch9157,gsch9157,SEC83295786,2025-06-25
STL744166,msly3284,bnpp7891,SEC06202888,2025-06-25
STL222267,bnym4392,jpmc7624,SEC06202888,2025-06-25
STL876744,gsch9157,msly3284,SEC83195927,2025-06-25
STL125637,jpmc7624,jpmc7624,SEC80224851,2025-06-25
STL450516,bnym4392,bnpp7891,SEC57447165,2025-06-25
STL282784,gsch9157,gsch9157,SEC23995058,2025-06-25
STL237838,bnpp7891,jpmc7624,SEC41935889,2025-06-25
STL204264,msly3284,msly3284,SEC33540723,2025-06-25
STL440862,gsch9157,jpmc7624,SEC94040575,2025-06-25
STL518951,bnpp7891,bnpp7891,SEC72521965,2025-06-25
STL697030,bnpp7891,gsch9157,SEC60427503,2025-06-25
STL475049,bnpp7891,bnpp7891,SEC83295786,2025-06-25
STL439856,bnym4392,bnpp7891,SEC58783198,2025-06-25
STL188171,msly3284,bnym4392,SEC95084326,2025-06-25
STL370427,jpmc7624,bnym4392,SEC73731576,2025-06-25
STL719208,bnym4392,msly3284,SEC60427503,2025-06-25
STL925861,gsch9157,gsch9157,SEC80224851,2025-06-25
STL518951,gsch9157,bnpp7891,SEC95275942,2025-06-25
