trade_id,isin,quantity,price,trade_date,settlement_date,side,counter_party,broker_id
BKR002518,IP7909376939,1846,332.32,2025-04-21,2025-04-22,Buy,HDFC Custodian,BRK001
BKR002519,IG9336808861,5499,806.98,2025-05-22,2025-05-25,Buy,BNY Mellon,BRK004
BKR002520,DO6949461593,9868,58.45,2025-04-15,2025-04-16,Sell,Northern Trust,BRK001
BKR002521,HU3675711650,1295,355.82,2025-06-02,2025-06-05,Sell,BNY Mellon,BRK002
BKR002522,GW6453706806,3344,967.27,2025-01-12,2025-01-14,Sell,HDFC Custodian,BRK003
BKR002523,VU0535776778,9965,72.56,2025-04-16,2025-04-18,Sell,State Street,BRK002
BKR002524,QM8677716436,1445,461.92,2025-03-10,2025-03-11,Buy,State Street,BRK004
BKR002525,CU1942806302,4384,645.17,2025-04-09,2025-04-12,Buy,HDFC Custodian,BRK003
BKR002526,VM5208575934,6333,423.61,2025-05-26,2025-05-27,Buy,State Street,BRK003
BKR002527,NI7888538458,9796,358.88,2025-02-14,2025-02-15,Buy,HDFC Custodian,BRK004
BKR002528,TY9722262894,2175,65.33,2025-05-14,2025-05-15,Buy,State Street,BRK001
BKR002529,BX1582057462,7657,504.12,2025-04-02,2025-04-03,Sell,HDFC Custodian,BRK003
BKR002530,ZE7111380111,6641,602.3,2025-04-07,2025-04-08,Sell,BNY Mellon,BRK002
BKR002531,DS5015322097,1110,734.05,2025-04-10,2025-04-13,Buy,State Street,BRK003
BKR002532,JR7110308954,1729,731.02,2025-02-13,2025-02-15,Buy,Northern Trust,BRK003
BKR002533,UJ6751766796,2516,809.34,2025-03-20,2025-03-22,Buy,Northern Trust,BRK004
BKR002534,PC3716144512,7024,286.11,2025-01-05,2025-01-07,Buy,Northern Trust,BRK002
BKR002535,PS7633552984,4974,828.99,2025-04-01,2025-04-02,Buy,HDFC Custodian,BRK004
BKR002536,NU1669542002,7451,51.6,2025-04-26,2025-04-28,Sell,HDFC Custodian,BRK004
BKR002537,AN5761067134,2359,671.48,2025-01-06,2025-01-08,Buy,State Street,BRK003
BKR002538,BA2080309212,3031,486.25,2025-01-03,2025-01-04,Sell,BNY Mellon,BRK004
BKR002539,AZ5968131900,3387,213.64,2025-04-19,2025-04-21,Sell,Northern Trust,BRK004
BKR002540,AH8058155163,8415,833.31,2025-06-14,2025-06-17,Sell,HDFC Custodian,BRK002
BKR002541,UE7071476294,6192,750.78,2025-04-14,2025-04-15,Sell,HDFC Custodian,BRK003
BKR002542,XD8743525856,7212,764.6,2025-03-05,2025-03-07,Buy,HDFC Custodian,BRK003
BKR002543,TP3229789775,2798,797.91,2025-05-31,2025-06-01,Sell,HDFC Custodian,BRK004
BKR002544,PO0276564911,3959,593.11,2025-02-11,2025-02-13,Buy,HDFC Custodian,BRK001
BKR002545,IS8081465856,1046,974.44,2025-05-01,2025-05-04,Buy,State Street,BRK004
BKR002546,BZ2814692245,3473,278.04,2025-04-03,2025-04-05,Sell,HDFC Custodian,BRK003
BKR002547,RO3128844457,3913,157.73,2025-02-01,2025-02-02,Sell,State Street,BRK004
BKR002548,WL8765943454,1808,307.24,2024-12-29,2025-01-01,Sell,Northern Trust,BRK003
BKR002549,SC4514201702,450,259.04,2024-12-21,2024-12-24,Buy,Northern Trust,BRK001
BKR002550,FN6613873937,7171,50.43,2025-01-23,2025-01-25,Sell,State Street,BRK001
BKR002551,HB6131814413,8725,497.46,2025-04-16,2025-04-19,Buy,Northern Trust,BRK004
BKR002552,SM3641555359,8980,520.98,2025-01-07,2025-01-09,Buy,BNY Mellon,BRK004
BKR002553,FR5317592740,6329,784.69,2025-02-28,2025-03-03,Buy,Northern Trust,BRK001
BKR002554,XX3887260346,1672,891.75,2025-01-31,2025-02-02,Buy,State Street,BRK003
BKR002555,UX1652036693,2272,604.79,2025-01-10,2025-01-13,Buy,State Street,BRK004
BKR002556,LE2472647234,2409,368.13,2025-01-02,2025-01-04,Buy,State Street,BRK004
BKR002557,VL2065780230,9147,262.52,2025-03-30,2025-03-31,Sell,HDFC Custodian,BRK001
BKR002558,RA8611894754,2868,727.77,2025-03-23,2025-03-25,Sell,HDFC Custodian,BRK002
BKR002559,IV8886429444,7510,741.17,2025-01-10,2025-01-13,Buy,BNY Mellon,BRK002
BKR002560,RH5851259854,9850,181.49,2025-05-30,2025-06-02,Buy,BNY Mellon,BRK004
BKR002561,LR9415123760,4713,426.32,2025-05-30,2025-06-02,Sell,Northern Trust,BRK004
BKR002562,PB6658072617,8139,607.32,2025-06-15,2025-06-16,Buy,BNY Mellon,BRK004
BKR002563,GJ8194238395,405,468.98,2025-02-28,2025-03-02,Buy,HDFC Custodian,BRK004
BKR002564,EO3219467735,3323,625.26,2025-04-08,2025-04-11,Buy,Northern Trust,BRK004
BKR002565,IY2899704580,1888,341.55,2025-02-09,2025-02-10,Buy,Northern Trust,BRK004
BKR002566,PL6794389492,1382,650.15,2025-04-12,2025-04-15,Sell,HDFC Custodian,BRK003
BKR002567,HB8389024583,3533,676.59,2025-06-18,2025-06-20,Buy,State Street,BRK002
BKR002568,ID6785683117,2170,247.68,2024-12-25,2024-12-28,Sell,Northern Trust,BRK004
BKR002569,JO2833248990,560,391.43,2025-03-24,2025-03-26,Buy,State Street,BRK004
BKR002570,KW3690159362,5350,414.83,2025-04-13,2025-04-15,Sell,State Street,BRK001
BKR002571,CF4252171048,5393,968.37,2025-01-24,2025-01-26,Buy,HDFC Custodian,BRK004
BKR002572,OB7813072970,6535,235.17,2025-05-13,2025-05-16,Sell,HDFC Custodian,BRK002
BKR002573,OI3522418380,7829,808.77,2025-05-06,2025-05-07,Buy,BNY Mellon,BRK001
BKR002574,AZ0324875177,8408,200.09,2025-02-08,2025-02-10,Sell,BNY Mellon,BRK003
BKR002575,QZ1284056375,8953,362.13,2025-06-03,2025-06-04,Buy,Northern Trust,BRK004
BKR002576,LT9766236005,4195,295.25,2025-02-11,2025-02-14,Sell,HDFC Custodian,BRK004
BKR002577,NP5686125854,8910,474.33,2025-05-31,2025-06-02,Sell,BNY Mellon,BRK002
BKR002578,TB2824768487,8241,166.31,2025-01-06,2025-01-07,Sell,State Street,BRK003
BKR002579,NX4296546138,4785,891.68,2025-01-02,2025-01-03,Buy,BNY Mellon,BRK004
BKR002580,HD3329492445,8278,624.82,2025-02-04,2025-02-06,Buy,State Street,BRK001
BKR002581,ZC4366049827,8905,404.33,2025-03-08,2025-03-11,Sell,HDFC Custodian,BRK004
BKR002582,JM4403805275,1068,85.71,2025-02-05,2025-02-06,Sell,Northern Trust,BRK001
BKR002583,XR9671125403,5021,972.42,2025-01-10,2025-01-13,Sell,HDFC Custodian,BRK003
BKR002584,YC8723344496,3186,598.65,2024-12-29,2024-12-30,Buy,HDFC Custodian,BRK002
BKR002585,PH6272969374,1714,527.38,2025-06-15,2025-06-17,Buy,HDFC Custodian,BRK001
BKR002586,XL8099487058,5790,595.28,2024-12-22,2024-12-23,Sell,State Street,BRK002
BKR002587,WS2472164518,1937,799.56,2025-02-24,2025-02-26,Sell,Northern Trust,BRK001
BKR002588,II6071343942,7173,242.55,2025-03-16,2025-03-19,Sell,BNY Mellon,BRK003
BKR002589,VS4499836193,3670,686.54,2025-05-21,2025-05-22,Buy,State Street,BRK004
BKR002590,OM9084200060,9852,522.98,2025-03-01,2025-03-02,Sell,HDFC Custodian,BRK003
BKR002591,ZT5690687061,1316,510.47,2025-01-29,2025-01-31,Buy,BNY Mellon,BRK003
BKR002592,ML7019200105,3636,732.9,2025-06-07,2025-06-09,Buy,BNY Mellon,BRK003
BKR002593,MD1294296314,9231,658.68,2025-06-17,2025-06-19,Sell,State Street,BRK003
BKR002594,JZ9201824341,1691,763.78,2025-05-18,2025-05-20,Sell,State Street,BRK002
BKR002595,TW6448672419,4044,190.75,2025-05-14,2025-05-16,Sell,HDFC Custodian,BRK002
BKR002596,MO0809428314,117,908.74,2025-01-01,2025-01-02,Sell,BNY Mellon,BRK001
BKR002597,QO8842317416,4159,635.97,2025-06-17,2025-06-18,Sell,State Street,BRK003
BKR002598,OP7553159239,5654,469.58,2025-06-03,2025-06-06,Buy,HDFC Custodian,BRK004
BKR002599,AJ9412308746,3344,686.98,2025-01-22,2025-01-24,Buy,Northern Trust,BRK001
BKR002600,WY1572728077,8152,626.01,2025-04-24,2025-04-25,Sell,Northern Trust,BRK002
BKR002601,ZT9845364170,6141,820.77,2025-01-28,2025-01-29,Buy,State Street,BRK003
BKR002602,FC1881818838,1711,390.27,2025-04-07,2025-04-09,Buy,HDFC Custodian,BRK004
BKR002603,XQ1907557100,7186,249.13,2024-12-27,2024-12-30,Buy,State Street,BRK001
BKR002604,II3687277123,150,299.35,2025-06-18,2025-06-19,Sell,HDFC Custodian,BRK003
BKR002605,WD7401790898,5309,209.05,2025-06-06,2025-06-09,Sell,BNY Mellon,BRK004
BKR002606,YT1863605042,5935,379.9,2025-05-03,2025-05-05,Buy,State Street,BRK003
BKR002607,QH4840609790,2455,454.01,2025-01-27,2025-01-29,Sell,BNY Mellon,BRK001
BKR002608,WR9858132454,3903,340.09,2025-02-02,2025-02-05,Sell,BNY Mellon,BRK002
BKR002609,VO7703279064,7964,847.42,2025-02-20,2025-02-22,Sell,BNY Mellon,BRK003
BKR002610,MI1086008059,1839,170.78,2025-05-06,2025-05-08,Sell,State Street,BRK003
BKR002611,OY2995296218,782,318.52,2024-12-21,2024-12-24,Sell,Northern Trust,BRK001
BKR002612,RV0986931439,1073,318.42,2025-02-26,2025-02-28,Buy,BNY Mellon,BRK003
BKR002613,HB4400042862,5002,430.84,2025-05-21,2025-05-22,Buy,Northern Trust,BRK001
BKR002614,HF2059650491,2282,327.08,2025-04-24,2025-04-27,Sell,BNY Mellon,BRK003
BKR002615,OQ6594495205,241,767.21,2025-05-21,2025-05-22,Buy,State Street,BRK002
BKR002616,QO3342685188,8344,769.65,2025-06-16,2025-06-18,Sell,State Street,BRK002
BKR002617,CS0963881533,279,984.22,2024-12-26,2024-12-28,Buy,HDFC Custodian,BRK004
BKR002618,ZD9609645566,7954,247.15,2025-04-13,2025-04-16,Buy,Northern Trust,BRK003
BKR002619,UD8267312276,5881,359.88,2025-03-19,2025-03-22,Sell,HDFC Custodian,BRK004
BKR002620,SD6528313777,9016,716.41,2025-04-28,2025-05-01,Buy,BNY Mellon,BRK003
BKR002621,CY4650076132,5231,993.26,2025-03-18,2025-03-20,Buy,Northern Trust,BRK002
BKR002622,WJ1476299099,6707,515.85,2025-03-28,2025-03-29,Buy,State Street,BRK003
BKR002623,IA2880784362,3578,202.04,2025-02-03,2025-02-04,Buy,Northern Trust,BRK004
BKR002624,PQ8699910290,8142,187.8,2025-03-12,2025-03-15,Sell,Northern Trust,BRK001
BKR002625,SB1728014024,7550,996.4,2025-06-11,2025-06-12,Sell,State Street,BRK002
BKR002626,IM5217449424,3297,603.25,2025-04-14,2025-04-17,Buy,HDFC Custodian,BRK002
BKR002627,ZV1219295258,2799,642.32,2025-02-28,2025-03-01,Sell,Northern Trust,BRK001
BKR002628,YZ9245786102,5586,458.38,2025-05-31,2025-06-02,Buy,BNY Mellon,BRK002
BKR002629,AL8386998479,4463,995.14,2025-01-12,2025-01-15,Sell,Northern Trust,BRK002
BKR002630,LD7720859951,5515,429.99,2024-12-25,2024-12-27,Buy,Northern Trust,BRK001
BKR002631,LU6038107466,5336,116.76,2025-03-20,2025-03-21,Sell,BNY Mellon,BRK003
BKR002632,MB5881614306,9468,179.0,2025-04-07,2025-04-10,Buy,BNY Mellon,BRK002
BKR002633,AP5846425004,5042,468.17,2025-05-16,2025-05-17,Buy,HDFC Custodian,BRK002
BKR002634,OM3938657128,4290,170.32,2025-04-17,2025-04-19,Buy,HDFC Custodian,BRK001
BKR002635,HY2394176588,6280,962.79,2025-05-04,2025-05-05,Sell,State Street,BRK002
BKR002636,FC3341534280,253,720.89,2025-05-19,2025-05-21,Sell,HDFC Custodian,BRK004
BKR002637,GZ2751717228,7026,823.78,2025-06-10,2025-06-13,Sell,State Street,BRK002
BKR002638,UM8872608347,6643,652.57,2025-06-08,2025-06-09,Sell,BNY Mellon,BRK004
BKR002639,UO3485464291,8549,874.03,2025-05-12,2025-05-15,Sell,Northern Trust,BRK004
BKR002640,LU4156067175,4895,226.37,2025-01-27,2025-01-29,Buy,State Street,BRK003
BKR002641,CA7794099408,4529,502.54,2025-05-17,2025-05-19,Buy,BNY Mellon,BRK001
BKR002642,OT6824329107,5588,344.1,2025-01-16,2025-01-18,Sell,BNY Mellon,BRK001
BKR002643,SU9810394171,7251,442.58,2025-02-13,2025-02-14,Buy,State Street,BRK001
BKR002644,UM4790050332,8583,153.22,2025-05-25,2025-05-26,Buy,HDFC Custodian,BRK004
BKR002645,JM8008546745,611,742.63,2025-04-11,2025-04-14,Buy,State Street,BRK003
BKR002646,GA4640530028,2514,646.65,2025-03-08,2025-03-09,Sell,HDFC Custodian,BRK001
BKR002647,IN4370272132,4206,686.85,2025-05-13,2025-05-14,Sell,HDFC Custodian,BRK004
BKR002648,HO8066647862,5602,396.17,2025-05-09,2025-05-10,Buy,HDFC Custodian,BRK001
BKR002649,EJ4372780535,7376,775.58,2025-02-07,2025-02-10,Buy,State Street,BRK004
BKR002650,TW0796179299,2384,944.71,2025-04-10,2025-04-11,Buy,HDFC Custodian,BRK002
BKR002651,UO8789259191,4804,836.95,2025-02-01,2025-02-02,Buy,HDFC Custodian,BRK002
BKR002652,GT3751200958,6119,174.56,2025-05-26,2025-05-29,Sell,Northern Trust,BRK004
BKR002653,AA0092875716,9891,976.11,2025-02-06,2025-02-08,Sell,BNY Mellon,BRK002
BKR002654,AN7074689196,4085,417.92,2024-12-29,2024-12-30,Buy,BNY Mellon,BRK004
BKR002655,SG0117108704,1267,108.32,2025-05-13,2025-05-14,Buy,BNY Mellon,BRK002
BKR002656,TL9022306754,7998,968.64,2024-12-23,2024-12-25,Sell,State Street,BRK001
BKR002657,DL4117614461,8681,63.89,2025-06-16,2025-06-19,Buy,HDFC Custodian,BRK004
BKR002658,LQ7985048877,425,573.75,2025-02-14,2025-02-17,Sell,BNY Mellon,BRK003
BKR002659,AS6093944650,116,848.27,2025-05-17,2025-05-20,Buy,HDFC Custodian,BRK003
BKR002660,GA5579624133,5614,438.2,2025-06-04,2025-06-05,Sell,BNY Mellon,BRK003
BKR002661,MU9135248311,869,102.41,2025-02-25,2025-02-28,Buy,Northern Trust,BRK003
BKR002662,XV7850238692,2912,751.1,2025-02-22,2025-02-24,Sell,Northern Trust,BRK004
BKR002663,SO9588726571,6146,622.97,2025-04-22,2025-04-24,Buy,BNY Mellon,BRK002
BKR002664,FF5321047549,6866,505.56,2025-03-21,2025-03-24,Buy,State Street,BRK003
BKR002665,GC6020884098,2177,135.03,2025-03-13,2025-03-15,Buy,State Street,BRK001
BKR002666,AQ0870336703,6001,492.66,2025-01-26,2025-01-27,Buy,HDFC Custodian,BRK001
BKR002667,AZ5452134470,2647,516.81,2025-01-24,2025-01-25,Sell,State Street,BRK002
BKR002668,GQ9658375571,4247,154.17,2025-04-28,2025-04-29,Buy,State Street,BRK003
BKR002669,BG3899302658,426,178.82,2025-06-07,2025-06-09,Buy,BNY Mellon,BRK002
BKR002670,VY7880578370,4288,993.14,2025-04-14,2025-04-16,Buy,Northern Trust,BRK001
BKR002671,RD6863542212,6069,317.77,2025-02-07,2025-02-10,Sell,State Street,BRK004
BKR002672,UG4377952378,3925,113.73,2025-03-05,2025-03-07,Buy,BNY Mellon,BRK003
BKR002673,GO2282171336,879,418.28,2025-02-04,2025-02-07,Buy,BNY Mellon,BRK004
BKR002674,CF6553262387,9811,538.8,2025-01-17,2025-01-19,Buy,HDFC Custodian,BRK001
BKR002675,QH4474652877,4358,984.37,2025-05-15,2025-05-16,Sell,Northern Trust,BRK003
BKR002676,YM6273400467,3619,175.58,2024-12-31,2025-01-02,Buy,HDFC Custodian,BRK004
BKR002677,NS5016749387,6639,162.05,2025-04-18,2025-04-21,Sell,BNY Mellon,BRK001
BKR002678,SK4624740908,2421,580.2,2025-06-13,2025-06-15,Buy,HDFC Custodian,BRK003
BKR002679,JG7911959702,1523,753.53,2025-01-13,2025-01-14,Sell,HDFC Custodian,BRK004
BKR002680,FW6330254857,4083,241.25,2025-05-04,2025-05-05,Buy,BNY Mellon,BRK002
BKR002681,LG0988303389,2423,560.81,2025-04-19,2025-04-20,Buy,State Street,BRK004
BKR002682,YX1662280396,6898,918.57,2025-01-29,2025-01-31,Sell,BNY Mellon,BRK003
BKR002683,LM8572716247,502,712.28,2024-12-21,2024-12-22,Sell,Northern Trust,BRK002
BKR002684,PZ8058041700,4487,638.89,2025-02-13,2025-02-16,Sell,BNY Mellon,BRK002
BKR002685,UU4546895005,7116,461.33,2025-05-04,2025-05-06,Sell,BNY Mellon,BRK002
BKR002686,CM8823742018,1129,620.5,2025-05-28,2025-05-29,Sell,HDFC Custodian,BRK003
BKR002687,KX0034364906,5902,180.22,2025-04-27,2025-04-30,Buy,BNY Mellon,BRK001
BKR002688,JB9187668452,4933,462.61,2025-04-05,2025-04-06,Buy,HDFC Custodian,BRK004
BKR002689,HN5253710860,6678,856.84,2025-02-21,2025-02-22,Buy,HDFC Custodian,BRK001
BKR002690,FL1458033160,1383,437.97,2025-02-11,2025-02-13,Sell,Northern Trust,BRK002
BKR002691,ZO1657298580,6575,187.1,2025-01-30,2025-02-02,Buy,BNY Mellon,BRK003
BKR002692,KE9151642060,8511,437.62,2025-04-18,2025-04-21,Buy,HDFC Custodian,BRK003
BKR002693,WF8431749373,1506,404.17,2025-06-16,2025-06-17,Sell,BNY Mellon,BRK001
BKR002694,BB1891168068,1019,572.69,2025-04-18,2025-04-21,Buy,Northern Trust,BRK004
BKR002695,WE5206525804,8462,383.63,2025-03-21,2025-03-24,Buy,Northern Trust,BRK003
BKR002696,ME4683767275,6871,193.46,2025-03-20,2025-03-23,Sell,State Street,BRK002
BKR002697,AV8801099781,7659,462.38,2025-04-23,2025-04-26,Buy,HDFC Custodian,BRK004
BKR002698,UL0588018128,968,63.41,2025-02-24,2025-02-27,Sell,HDFC Custodian,BRK003
BKR002699,VT3196612482,1212,798.34,2025-04-15,2025-04-16,Buy,State Street,BRK001
BKR002700,DR1555205314,8281,778.77,2025-04-18,2025-04-20,Sell,Northern Trust,BRK003
BKR002701,DP7196705981,5558,437.19,2025-05-17,2025-05-20,Buy,Northern Trust,BRK002
BKR002702,NE8158474467,9832,378.58,2025-05-01,2025-05-03,Sell,BNY Mellon,BRK001
BKR002703,LT4871546237,2572,487.01,2025-05-28,2025-05-31,Buy,HDFC Custodian,BRK003
BKR002704,OE1379222559,9120,843.03,2025-05-15,2025-05-16,Buy,BNY Mellon,BRK002
BKR002705,BG6070046434,380,638.47,2025-03-11,2025-03-13,Sell,Northern Trust,BRK004
BKR002706,RS2637327894,8215,916.0,2024-12-31,2025-01-03,Buy,BNY Mellon,BRK003
BKR002707,ST6644854788,6223,780.39,2025-06-16,2025-06-18,Sell,State Street,BRK004
BKR002708,LQ0547722947,6879,909.71,2025-04-28,2025-04-29,Sell,State Street,BRK001
BKR002709,GR0638782787,3373,870.48,2025-04-06,2025-04-07,Sell,State Street,BRK003
BKR002710,CT0574210981,1839,557.2,2025-05-28,2025-05-30,Buy,Northern Trust,BRK003
BKR002711,WT8123547022,7930,730.52,2025-04-06,2025-04-09,Buy,State Street,BRK001
BKR002712,DW6348053323,2152,480.71,2024-12-27,2024-12-29,Buy,Northern Trust,BRK004
BKR002713,YS7817750128,7349,800.44,2025-01-23,2025-01-25,Buy,State Street,BRK001
BKR002714,GS6989447973,8085,655.62,2025-05-16,2025-05-17,Buy,HDFC Custodian,BRK004
BKR002715,PV6452389830,1522,203.67,2025-06-15,2025-06-16,Buy,State Street,BRK004
BKR002716,WO4645467687,9134,596.98,2025-05-15,2025-05-18,Buy,HDFC Custodian,BRK002
BKR002717,SD8524572309,3401,549.37,2025-02-11,2025-02-14,Sell,State Street,BRK001
BKR002718,XR5192067633,7797,251.55,2025-04-26,2025-04-27,Sell,BNY Mellon,BRK003
BKR002719,MR4252378618,467,435.75,2025-01-14,2025-01-17,Sell,BNY Mellon,BRK001
BKR002720,GH2925366630,1583,222.68,2025-05-17,2025-05-19,Sell,State Street,BRK002
BKR002721,SR6753323197,3401,283.48,2025-06-03,2025-06-06,Sell,Northern Trust,BRK003
BKR002722,RJ7162288473,9972,761.08,2025-03-13,2025-03-16,Sell,Northern Trust,BRK003
BKR002723,KX2647290406,8370,920.09,2025-02-06,2025-02-07,Buy,BNY Mellon,BRK001
BKR002724,BF8943282265,6258,220.89,2024-12-27,2024-12-30,Sell,HDFC Custodian,BRK002
BKR002725,SN1514395161,6184,752.98,2024-12-27,2024-12-30,Buy,State Street,BRK001
BKR002726,OK7681514881,8523,217.33,2025-04-22,2025-04-24,Buy,HDFC Custodian,BRK003
BKR002727,YZ2277251676,5444,659.65,2025-04-26,2025-04-29,Sell,BNY Mellon,BRK003
BKR002728,LB8216700730,6583,653.86,2025-03-07,2025-03-09,Buy,BNY Mellon,BRK003
BKR002729,YI0452252160,1267,604.85,2025-05-07,2025-05-09,Buy,State Street,BRK004
BKR002730,CJ3948435034,7012,585.76,2024-12-29,2024-12-30,Buy,BNY Mellon,BRK002
BKR002731,KC3513464615,8201,61.06,2025-05-13,2025-05-14,Sell,State Street,BRK001
BKR002732,PX2018863712,7947,868.89,2025-03-19,2025-03-21,Buy,BNY Mellon,BRK001
BKR002733,BL2068994309,3342,770.82,2025-03-21,2025-03-24,Sell,HDFC Custodian,BRK003
BKR002734,TJ5081678744,8586,903.68,2025-06-05,2025-06-08,Buy,BNY Mellon,BRK001
BKR002735,HX4745294503,4035,347.59,2025-02-04,2025-02-07,Buy,BNY Mellon,BRK003
BKR002736,VN1958474769,3953,611.33,2025-04-16,2025-04-17,Buy,State Street,BRK002
BKR002737,NQ8114529813,9234,470.54,2025-02-03,2025-02-06,Buy,HDFC Custodian,BRK001
BKR002738,US3507838694,4705,911.04,2025-03-27,2025-03-29,Sell,BNY Mellon,BRK004
BKR002739,RM9217483786,5836,975.57,2024-12-22,2024-12-25,Sell,State Street,BRK001
BKR002740,GG0202471608,1423,464.19,2025-06-06,2025-06-08,Buy,Northern Trust,BRK002
BKR002741,ON0870403668,4741,398.7,2025-04-01,2025-04-03,Buy,State Street,BRK004
BKR002742,KL4588039608,3117,639.53,2025-05-22,2025-05-24,Buy,BNY Mellon,BRK003
BKR002743,WB6643720140,2168,472.79,2025-01-09,2025-01-10,Sell,Northern Trust,BRK003
BKR002744,CN6715690992,5654,182.51,2025-06-13,2025-06-14,Buy,Northern Trust,BRK003
BKR002745,QG1741867624,919,890.26,2025-06-14,2025-06-15,Buy,HDFC Custodian,BRK004
BKR002746,EC1643128458,8250,647.32,2025-02-18,2025-02-21,Sell,Northern Trust,BRK003
BKR002747,OU3599645347,5604,88.88,2025-04-02,2025-04-04,Sell,State Street,BRK004
BKR002748,IY6945333277,690,147.14,2025-03-06,2025-03-09,Buy,HDFC Custodian,BRK001
BKR002749,SV5819471283,3088,395.54,2025-02-07,2025-02-08,Sell,Northern Trust,BRK002
BKR002750,LU4556217141,3910,946.97,2025-04-11,2025-04-12,Sell,BNY Mellon,BRK002
BKR002751,QT2534066676,6740,191.81,2025-02-06,2025-02-07,Sell,State Street,BRK001
BKR002752,LC8376087607,6549,515.75,2025-04-30,2025-05-02,Sell,Northern Trust,BRK001
BKR002753,LY2736045273,1731,261.62,2025-01-17,2025-01-19,Buy,Northern Trust,BRK003
BKR002754,ON4743061603,7547,728.72,2025-03-12,2025-03-14,Buy,Northern Trust,BRK001
BKR002755,SN4945703867,1851,447.43,2025-04-04,2025-04-05,Buy,State Street,BRK001
BKR002756,HV5226258372,9057,320.66,2025-02-07,2025-02-10,Sell,HDFC Custodian,BRK001
BKR002757,NL1013693014,8648,920.92,2025-01-19,2025-01-22,Buy,State Street,BRK003
BKR002758,XA6756357066,3054,704.59,2025-03-16,2025-03-19,Sell,Northern Trust,BRK001
BKR002759,SN4440500413,6514,71.93,2025-04-15,2025-04-18,Buy,State Street,BRK002
BKR002760,FK6561902053,5226,578.23,2025-06-08,2025-06-09,Buy,State Street,BRK002
BKR002761,AE4440727825,7035,65.5,2025-01-26,2025-01-29,Sell,BNY Mellon,BRK001
BKR002762,DN9476120559,2152,606.48,2024-12-30,2025-01-01,Sell,State Street,BRK002
BKR002763,VQ0038623638,9268,136.39,2025-02-14,2025-02-17,Buy,Northern Trust,BRK002
BKR002764,OC4716848442,3328,397.22,2025-02-07,2025-02-09,Sell,Northern Trust,BRK004
BKR002765,CK0382122363,412,274.47,2025-06-04,2025-06-06,Buy,Northern Trust,BRK003
BKR002766,PS4824965815,2426,876.13,2025-01-08,2025-01-10,Sell,State Street,BRK001
BKR002767,UB7241946738,2010,635.48,2025-04-18,2025-04-21,Buy,Northern Trust,BRK004
BKR002768,RO9445325539,2269,587.66,2025-04-23,2025-04-26,Buy,State Street,BRK003
BKR002769,FU7508543385,6224,939.63,2025-01-29,2025-02-01,Sell,Northern Trust,BRK003
BKR002770,ZK6615630659,4761,655.98,2025-03-19,2025-03-22,Buy,HDFC Custodian,BRK002
BKR002771,KI4666703960,4542,812.3,2025-05-16,2025-05-19,Buy,State Street,BRK003
BKR002772,TY1358610488,9295,298.91,2025-03-11,2025-03-12,Sell,HDFC Custodian,BRK004
BKR002773,EW2566587776,1908,665.32,2025-03-06,2025-03-07,Sell,State Street,BRK003
BKR002774,XL6845269534,4193,198.4,2025-03-18,2025-03-20,Buy,HDFC Custodian,BRK002
BKR002775,XI5120769809,1337,212.32,2025-05-05,2025-05-07,Buy,Northern Trust,BRK003
BKR002776,AN8606663909,3517,883.17,2025-02-06,2025-02-09,Sell,BNY Mellon,BRK004
BKR002777,VD2265888182,7849,240.87,2024-12-30,2025-01-02,Sell,State Street,BRK004
BKR002778,SM5946796865,3074,288.74,2025-05-15,2025-05-18,Sell,State Street,BRK003
BKR002779,PF5479103315,5661,505.23,2025-04-11,2025-04-14,Buy,Northern Trust,BRK002
BKR002780,RQ9115216693,9296,206.14,2025-04-22,2025-04-24,Buy,BNY Mellon,BRK004
BKR002781,UW5256836608,1484,416.24,2025-01-16,2025-01-19,Sell,BNY Mellon,BRK003
BKR002782,OE4607937958,1605,466.77,2025-01-24,2025-01-26,Sell,Northern Trust,BRK001
BKR002783,KU6883865317,3630,94.14,2025-01-26,2025-01-29,Buy,HDFC Custodian,BRK002
BKR002784,JK1949414919,7985,779.86,2025-03-09,2025-03-10,Sell,State Street,BRK001
BKR002785,JB7445691337,7797,640.78,2025-04-07,2025-04-09,Sell,State Street,BRK004
BKR002786,MR8871181625,1079,393.43,2024-12-27,2024-12-28,Sell,HDFC Custodian,BRK003
BKR002787,RK2421378422,3072,364.75,2025-06-09,2025-06-11,Buy,HDFC Custodian,BRK001
BKR002788,UR3896077076,321,210.38,2025-06-11,2025-06-14,Sell,State Street,BRK001
BKR002789,GS3865574273,6477,821.18,2025-02-24,2025-02-25,Buy,Northern Trust,BRK002
BKR002790,HZ0380735181,9165,286.54,2025-06-12,2025-06-15,Sell,BNY Mellon,BRK004
BKR002791,DK1653482643,3109,978.77,2025-01-13,2025-01-16,Sell,BNY Mellon,BRK002
BKR002792,GW6865500960,4394,565.74,2025-06-10,2025-06-12,Buy,BNY Mellon,BRK001
BKR002793,HI3363256408,4186,659.77,2025-04-11,2025-04-12,Buy,HDFC Custodian,BRK004
BKR002794,ML4393256379,6940,529.84,2025-05-12,2025-05-13,Sell,BNY Mellon,BRK003
BKR002795,GH6055876787,5856,391.78,2025-03-03,2025-03-05,Buy,HDFC Custodian,BRK004
BKR002796,LT3933438600,4877,914.63,2024-12-23,2024-12-24,Sell,BNY Mellon,BRK002
