common_trade_id,trade_id,isin,quantity,price,trade_date,settlement_date,side,counter_party,broker_id,source
X3718E,CST756477,GQ3745016250,7936,420.27,12-01-2025,14-01-2025,Buy,State Street,BRK003,Custodian
W8274I,CST683832,CS7163099357,9244,704.4,11-02-2025,12-02-2025,Sell,Northern Trust,BRK003,Custodian
A5160W,CST451157,RO0184831214,6142,66.22,06-06-2025,07-06-2025,Sell,HDFC Custodian,BRK003,Custodian
Q7968J,CST439413,TM2841457312,5395,716.87,23-05-2025,25-05-2025,Buy,Northern Trust,BRK004,Custodian
Y6899W,CST150705,FR5407150440,2852,99.93,03-05-2025,06-05-2025,Sell,BNY Mellon,BRK002,Custodian
R8773Y,CST252897,NG9054265490,1673,137,26-04-2025,27-04-2025,Sell,State Street,BRK004,Custodian
V8008T,CST254179,XX9543108206,5779,78.64,24-02-2025,25-02-2025,Sell,State Street,BRK003,Custodian
J6963W,CST520711,NQ6876059231,5599,826.13,05-05-2025,08-05-2025,Sell,Northern Trust,BRK001,Custodian
Y1444T,CST806426,CI2571767490,7150,597.19,15-02-2025,17-02-2025,Buy,BNY Mellon,BRK003,Custodian
S7416X,CST658157,QQ8575671235,261,612.47,17-06-2025,18-06-2025,Sell,HDFC Custodian,BRK003,Custodian
O1222I,CST406650,VW8417632410,3585,748.55,23-05-2025,26-05-2025,Sell,HDFC Custodian,BRK001,Custodian
Y5840R,CST182075,KZ2348737614,5321,483.54,12-06-2025,14-06-2025,Buy,"Mccormick, White and Vance",BRK002,Custodian
E3511J,CST201784,MR7794665366,7293,469.79,14-02-2025,16-02-2025,Buy,"Porter, Cain and Brooks",BRK003,Custodian
W6724Z,CST736927,GW3097053749,4477,647.28,25-02-2025,28-02-2025,Buy,State Street,BRK002,Custodian
O8563D,CST891052,OC0695301601,3321,380.96,18-03-2025,20-03-2025,Sell,Frederick and Sons,BRK002,Custodian
X1965T,CST861411,WF6958939969,5022,484.93,20-03-2025,23-03-2025,Sell,BNY Mellon,BRK004,Custodian
L4589N,CST155502,QX8283801036,4203,593.46,27-01-2025,29-01-2025,Buy,Grant-Clark,BRK002,Custodian
Y7197L,CST740057,TR9064694664,1167,279.22,02-03-2025,05-03-2025,Sell,BNY Mellon,BRK003,Custodian
F6242C,CST588075,YJ0750629971,5912,95.36,07-02-2025,09-02-2025,Sell,BNY Mellon,BRK004,Custodian
G4764F,CST224301,VZ8720138715,5238,441.46,17-02-2025,18-02-2025,Sell,BNY Mellon,BRK001,Custodian
Y9234Q,CST675267,PR4581225284,1587,894.26,27-12-2024,29-12-2024,Sell,Northern Trust,BRK004,Custodian
V8247M,CST210980,OJ4606625896,692,134.77,04-03-2025,05-03-2025,Buy,State Street,BRK004,Custodian
R1431H,CST989917,CD0943800620,5459,337.88,16-05-2025,17-05-2025,Buy,Potts-Hunt,BRK003,Custodian
L6667R,CST808608,PP3244824569,5929,865.1,22-03-2025,25-03-2025,Sell,HDFC Custodian,BRK001,Custodian
L4271B,CST996613,ZN2178882390,1993,630.05,25-01-2025,27-01-2025,Sell,BNY Mellon,BRK001,Custodian
T7587T,CST547860,XP0126819010,5363,794.81,06-06-2025,08-06-2025,Sell,State Street,BRK003,Custodian
Q2928B,CST236459,WL1663812185,3609,340.81,09-03-2025,10-03-2025,Buy,Jones and Sons,BRK002,Custodian
V6919C,CST446847,YL1326105397,326,701.04,24-05-2025,26-05-2025,Buy,Martin PLC,BRK004,Custodian
S1837U,CST788214,BR5345788760,851,620.12,28-01-2025,29-01-2025,Sell,Northern Trust,BRK004,Custodian
X7600N,CST208584,RO5646514843,238,985.77,12-01-2025,13-01-2025,Buy,State Street,BRK002,Custodian
Q3052O,CST977069,OO0126752302,837,218.09,20-02-2025,22-02-2025,Buy,State Street,BRK004,Custodian
C6349C,CST612454,BR3413574163,4542,326.32,13-02-2025,15-02-2025,Sell,Northern Trust,BRK003,Custodian
T3026B,CST548907,DX4449770966,2752,673.22,15-03-2025,16-03-2025,Sell,HDFC Custodian,BRK003,Custodian
H9408C,CST486063,LG2800400277,2360,539.27,09-02-2025,12-02-2025,Sell,HDFC Custodian,BRK004,Custodian
N5512D,CST626394,IO8363066895,953,971.12,30-04-2025,03-05-2025,Buy,Northern Trust,BRK004,Custodian
M3818W,CST151366,LY2944334760,4388,705.2,13-01-2025,16-01-2025,Buy,State Street,BRK004,Custodian
S9065Q,CST155392,KW9760038299,2612,541.89,23-12-2024,25-12-2024,Buy,BNY Mellon,BRK002,Custodian
J5879H,CST689891,KX1441610716,4163,768,14-02-2025,17-02-2025,Buy,HDFC Custodian,BRK002,Custodian
O6916G,CST774810,SQ2045651619,1908,93.45,14-02-2025,17-02-2025,Buy,BNY Mellon,BRK001,Custodian
K4228L,CST320741,KC0092166616,4843,686.66,16-05-2025,19-05-2025,Sell,Northern Trust,BRK003,Custodian
X4069K,CST818950,TO0742250642,6959,999.53,30-05-2025,01-06-2025,Buy,Northern Trust,BRK003,Custodian
J9773T,CST747320,GH6056134760,3008,379.42,11-05-2025,13-05-2025,Sell,Northern Trust,BRK001,Custodian
X9706P,CST673185,AI8301106105,2880,391.91,18-06-2025,20-06-2025,Buy,BNY Mellon,BRK004,Custodian
J9378L,CST187032,BQ8244347214,5981,96.68,19-04-2025,22-04-2025,Sell,Northern Trust,BRK001,Custodian
B1703W,CST731811,ZP8888081624,130,865.46,02-04-2025,03-04-2025,Buy,State Street,BRK003,Custodian
K1820J,CST612144,DF8505592137,2367,776.88,14-02-2025,16-02-2025,Sell,State Street,BRK002,Custodian
Z2872M,CST112877,EE3122558781,3476,410.5,12-05-2025,14-05-2025,Buy,HDFC Custodian,BRK004,Custodian
G5184L,CST916908,VI0028543042,5224,521.72,16-04-2025,17-04-2025,Buy,BNY Mellon,BRK003,Custodian
D2567Z,CST103059,BB1190242396,6011,941.72,08-03-2025,10-03-2025,Buy,Rodgers LLC,BRK001,Custodian
R5076W,CST134977,OU3357305614,8767,557.89,25-12-2024,28-12-2024,Buy,HDFC Custodian,BRK003,Custodian
H1304V,CST673150,SR4848011472,2204,475.24,22-12-2024,23-12-2024,Sell,BNY Mellon,BRK004,Custodian
T7328T,CST250684,OG6405772617,2145,184.65,14-03-2025,15-03-2025,Buy,State Street,BRK002,Custodian
H7747T,CST269405,AK5485905085,9622,692.72,08-04-2025,09-04-2025,Sell,Northern Trust,BRK003,Custodian
T9204G,CST965585,BF9732055873,2686,833.78,11-01-2025,12-01-2025,Sell,State Street,BRK001,Custodian
G2778T,CST621030,FI6200943692,6677,51.36,04-04-2025,07-04-2025,Sell,Freeman-Greer,BRK002,Custodian
H6563P,CST144807,OO3375025833,565,264.93,13-01-2025,16-01-2025,Buy,"Wong, Ellison and Jones",BRK001,Custodian
A9135E,CST525033,PV2522890634,202,251.93,12-03-2025,13-03-2025,Sell,"Bennett, Webb and Taylor",BRK003,Custodian
W3918H,CST509438,LB2104907852,8973,452.47,15-06-2025,17-06-2025,Sell,BNY Mellon,BRK002,Custodian
C9496U,CST232914,UO6211762247,957,252.58,11-02-2025,14-02-2025,Sell,BNY Mellon,BRK003,Custodian
E2809C,CST370278,EP2264686741,8226,809.46,03-03-2025,05-03-2025,Buy,Northern Trust,BRK002,Custodian
Y4212T,CST789460,PH8106207554,3615,664.38,26-12-2024,28-12-2024,Sell,BNY Mellon,BRK002,Custodian
W2230X,CST502817,KL8121191713,3680,531.14,05-05-2025,06-05-2025,Sell,Northern Trust,BRK003,Custodian
E5781K,CST676716,JB5527299702,5655,735.83,30-01-2025,02-02-2025,Buy,State Street,BRK003,Custodian
Y6329C,CST942238,HF6792540316,7007,314.19,27-02-2025,01-03-2025,Sell,Northern Trust,BRK003,Custodian
N6008W,CST296791,PZ2982421569,1754,162.97,04-01-2025,05-01-2025,Sell,BNY Mellon,BRK001,Custodian
I2051K,CST851881,ER3558509776,8116,486.74,04-06-2025,07-06-2025,Sell,State Street,BRK003,Custodian
X2662K,CST774382,YQ0696641504,1877,970.13,14-02-2025,15-02-2025,Buy,HDFC Custodian,BRK001,Custodian
N1208V,CST282818,EK9316874007,8646,549.07,11-01-2025,14-01-2025,Sell,HDFC Custodian,BRK001,Custodian
B5620D,CST783208,HX1323944547,9828,168,31-03-2025,02-04-2025,Buy,State Street,BRK002,Custodian
M6901L,CST533494,LS0709447112,9200,535.29,27-05-2025,30-05-2025,Sell,State Street,BRK002,Custodian
O2708S,CST594232,HY0631849145,3076,898.83,22-05-2025,25-05-2025,Buy,State Street,BRK002,Custodian
K7986L,CST498905,OE1626083064,2720,424.42,05-05-2025,08-05-2025,Buy,State Street,BRK002,Custodian
G8847A,CST544989,QG4763844275,3331,918.29,12-02-2025,13-02-2025,Sell,HDFC Custodian,BRK001,Custodian
Z6298L,CST120423,JR7886249827,8005,111.25,05-03-2025,07-03-2025,Buy,State Street,BRK001,Custodian
R3266K,CST753335,ES7834592071,2262,617.7,22-05-2025,23-05-2025,Sell,Northern Trust,BRK001,Custodian
P1030H,CST809209,KN8903507850,7950,543.87,15-05-2025,16-05-2025,Sell,HDFC Custodian,BRK004,Custodian
Q5306I,CST893726,TQ7318077068,6949,183.01,09-06-2025,10-06-2025,Buy,HDFC Custodian,BRK004,Custodian
X1480F,CST390731,PV2233909576,9347,178.42,07-03-2025,08-03-2025,Buy,HDFC Custodian,BRK001,Custodian
J4531T,CST731308,TP5344050096,3959,547.32,31-03-2025,03-04-2025,Sell,State Street,BRK001,Custodian
R2924J,CST846059,ZO5675564954,5164,504.05,31-03-2025,02-04-2025,Sell,BNY Mellon,BRK002,Custodian
K7164S,CST842885,ZI3241529804,9341,945.09,05-05-2025,08-05-2025,Buy,BNY Mellon,BRK003,Custodian
Q1795V,CST428903,CU1099818055,6484,416.47,31-05-2025,01-06-2025,Buy,Northern Trust,BRK002,Custodian
P1166F,CST727398,BQ9320147352,1541,196.38,02-03-2025,05-03-2025,Sell,BNY Mellon,BRK004,Custodian
D6354W,CST224598,WG8428723101,7476,872.53,10-05-2025,11-05-2025,Sell,Northern Trust,BRK003,Custodian
R5827R,CST554739,FU2818294502,3263,343.53,27-05-2025,30-05-2025,Sell,HDFC Custodian,BRK003,Custodian
L7884P,CST107906,GW7684135200,4772,799.75,30-05-2025,02-06-2025,Sell,Northern Trust,BRK002,Custodian
P9428P,CST501167,YL2879533504,4960,226.2,31-03-2025,01-04-2025,Sell,BNY Mellon,BRK002,Custodian
R1027A,CST294048,ON5973189544,8987,111.05,08-04-2025,10-04-2025,Sell,State Street,BRK004,Custodian
H6157Z,CST793543,OL7978697065,2995,54.31,26-04-2025,28-04-2025,Buy,Northern Trust,BRK004,Custodian
F7491Q,CST213588,LF0164934624,2401,844.31,13-02-2025,15-02-2025,Sell,BNY Mellon,BRK002,Custodian
D9930Z,CST865043,TJ1047915813,2766,876.92,09-03-2025,11-03-2025,Buy,BNY Mellon,BRK001,Custodian
R3641Y,CST616407,HS8116049056,2865,374.77,02-03-2025,05-03-2025,Sell,State Street,BRK001,Custodian
W9761B,CST801256,ML8804531661,9942,596.54,02-03-2025,05-03-2025,Buy,BNY Mellon,BRK004,Custodian
K9297F,CST422727,YH0096820638,9158,354.16,25-03-2025,26-03-2025,Buy,BNY Mellon,BRK003,Custodian
F1593Y,CST587704,UC3004022356,3880,818.39,03-06-2025,04-06-2025,Buy,State Street,BRK003,Custodian
Y5603T,CST423774,RC7636205582,2067,157.99,18-06-2025,21-06-2025,Sell,Price-King,BRK001,Custodian
M4441N,CST154227,DF6348742265,9338,194.26,23-02-2025,25-02-2025,Sell,State Street,BRK001,Custodian
X4802O,CST764171,PH7753639454,7436,81.82,21-12-2024,24-12-2024,Sell,BNY Mellon,BRK001,Custodian
E2873L,CST635302,IR3536642806,6904,158.92,26-05-2025,29-05-2025,Sell,BNY Mellon,BRK002,Custodian
O4047X,CST700421,YZ9569657141,1057,217.49,02-05-2025,04-05-2025,Buy,BNY Mellon,BRK003,Custodian
N5819L,CST475406,CB3007474247,6528,218.38,09-03-2025,12-03-2025,Sell,State Street,BRK002,Custodian
S8816T,CST467890,GZ2929134203,974,150.08,14-04-2025,16-04-2025,Buy,Koch Group,BRK002,Custodian
C7333I,CST735048,ET5858733002,3035,817.24,15-01-2025,16-01-2025,Sell,HDFC Custodian,BRK001,Custodian
M1137V,CST993428,QS8330047763,9835,236.03,09-03-2025,12-03-2025,Sell,State Street,BRK003,Custodian
X9678S,CST634736,IG7129698603,6129,559.53,27-01-2025,30-01-2025,Buy,BNY Mellon,BRK004,Custodian
K1882C,CST964081,WL4271020737,365,899.79,08-04-2025,09-04-2025,Buy,HDFC Custodian,BRK003,Custodian
D8731T,CST239588,BS9415670373,9200,864.01,26-01-2025,29-01-2025,Sell,State Street,BRK002,Custodian
V6085G,CST251595,NQ6842935444,3470,441.37,18-04-2025,21-04-2025,Buy,Northern Trust,BRK001,Custodian
P1785H,CST794184,EL9087599188,3729,287,08-06-2025,09-06-2025,Sell,State Street,BRK002,Custodian
P2881H,CST987320,QE6646811687,3003,893.83,21-04-2025,23-04-2025,Buy,State Street,BRK001,Custodian
F4840F,CST125631,KI1561594453,3889,607.43,11-01-2025,12-01-2025,Buy,BNY Mellon,BRK004,Custodian
X7775X,CST828621,KV8246901423,437,427.6,19-05-2025,21-05-2025,Sell,State Street,BRK001,Custodian
M1629S,CST793469,MR5104692940,6450,313.47,04-05-2025,06-05-2025,Sell,BNY Mellon,BRK003,Custodian
M5343X,CST310986,PJ9411653058,271,726.98,26-03-2025,27-03-2025,Sell,State Street,BRK002,Custodian
Z2509Q,CST648081,KU0945168445,5207,877.41,05-04-2025,08-04-2025,Sell,BNY Mellon,BRK004,Custodian
S7442O,CST564537,CW0423904351,4433,444.25,19-05-2025,22-05-2025,Sell,BNY Mellon,BRK002,Custodian
I4784S,CST323310,KB5314401823,4075,459.43,21-12-2024,23-12-2024,Sell,State Street,BRK004,Custodian
X4342E,CST789669,CG5276780332,136,303.54,26-05-2025,28-05-2025,Buy,HDFC Custodian,BRK001,Custodian
U8059Q,CST464276,ET7650281086,6384,518.94,06-06-2025,07-06-2025,Sell,Northern Trust,BRK004,Custodian
Z3482F,CST762150,KF1233540012,4135,81.44,11-03-2025,13-03-2025,Buy,State Street,BRK004,Custodian
P2268P,CST942585,VL5289984258,4319,864.84,08-04-2025,09-04-2025,Buy,BNY Mellon,BRK001,Custodian
I8657R,CST183547,QV2892933911,5899,127.96,28-05-2025,30-05-2025,Buy,HDFC Custodian,BRK004,Custodian
C9464W,CST799774,GB1273442996,7061,439.39,09-02-2025,12-02-2025,Sell,HDFC Custodian,BRK004,Custodian
Z3511A,CST712517,DA7447283971,2152,382.12,12-06-2025,15-06-2025,Sell,BNY Mellon,BRK003,Custodian
K6064R,CST804167,MU4793435306,4487,262.82,01-02-2025,04-02-2025,Buy,BNY Mellon,BRK001,Custodian
M9390J,CST194469,RC4996739858,3438,469.23,01-05-2025,02-05-2025,Buy,State Street,BRK002,Custodian
Z2312J,CST475415,AY4542035652,2413,268.32,22-02-2025,25-02-2025,Sell,Simon PLC,BRK003,Custodian
H8608N,CST951304,SV3638447504,8109,694.62,06-03-2025,07-03-2025,Sell,State Street,BRK003,Custodian
P8685W,CST287022,OD3511978924,368,411.61,30-04-2025,02-05-2025,Sell,BNY Mellon,BRK002,Custodian
W6091F,CST902535,CF6625508998,3107,442.28,21-01-2025,22-01-2025,Sell,Northern Trust,BRK002,Custodian
M4529F,CST980173,EH3815546149,6696,476.59,28-04-2025,29-04-2025,Sell,BNY Mellon,BRK003,Custodian
L5223T,CST597778,QF5055907994,3042,189.08,27-02-2025,28-02-2025,Buy,State Street,BRK003,Custodian
E5810R,CST237799,NC8436832309,7569,720.92,15-03-2025,17-03-2025,Sell,BNY Mellon,BRK004,Custodian
L9609J,CST996541,TL9083298066,2456,477.32,17-06-2025,18-06-2025,Sell,BNY Mellon,BRK004,Custodian
F7104D,CST840336,FZ9944733738,2672,172.35,07-06-2025,10-06-2025,Buy,HDFC Custodian,BRK004,Custodian
D5400J,CST477029,FP6781323380,5017,566.05,16-04-2025,17-04-2025,Buy,BNY Mellon,BRK003,Custodian
Z9402A,CST217468,OK5934686753,1007,466.79,30-05-2025,01-06-2025,Sell,HDFC Custodian,BRK002,Custodian
S7846M,CST681874,FN4963304606,5548,557.3,27-02-2025,28-02-2025,Sell,HDFC Custodian,BRK001,Custodian
I6259H,CST830258,KE5124192705,4278,281.13,15-04-2025,18-04-2025,Sell,Northern Trust,BRK001,Custodian
D3578D,CST418796,LV7643075469,8743,780.98,23-03-2025,24-03-2025,Sell,HDFC Custodian,BRK001,Custodian
D4037G,CST557730,XZ6516564844,9388,788.52,06-03-2025,07-03-2025,Buy,State Street,BRK001,Custodian
T7538V,CST366771,SW6920358331,4110,532.19,18-06-2025,20-06-2025,Buy,HDFC Custodian,BRK002,Custodian
I2897R,CST487915,OO2269055129,7650,198.4,14-02-2025,16-02-2025,Sell,HDFC Custodian,BRK002,Custodian
Q9165J,CST764047,MH8612993042,1064,131.12,14-04-2025,15-04-2025,Sell,HDFC Custodian,BRK004,Custodian
G4915E,CST122375,AD0927540481,4098,512.68,09-06-2025,10-06-2025,Buy,HDFC Custodian,BRK004,Custodian
A9917Q,CST228761,CJ9981849270,8722,225.38,08-03-2025,10-03-2025,Sell,State Street,BRK004,Custodian
J2265C,CST934224,OD2410999685,7471,742.31,05-01-2025,08-01-2025,Buy,Northern Trust,BRK004,Custodian
W7408M,CST146671,MQ4009431934,8529,169.65,11-02-2025,12-02-2025,Sell,HDFC Custodian,BRK003,Custodian
N2353U,CST304097,FR2085956255,1155,756.85,17-04-2025,19-04-2025,Buy,State Street,BRK001,Custodian
M2315U,CST864720,SX5810926240,1477,608.73,14-06-2025,16-06-2025,Buy,BNY Mellon,BRK001,Custodian
W1075I,CST334702,ST6186957530,4048,417.09,25-02-2025,28-02-2025,Buy,"Huang, Nguyen and Floyd",BRK001,Custodian
E1684S,CST263009,AL6690179318,6156,444.96,19-05-2025,22-05-2025,Sell,BNY Mellon,BRK003,Custodian
C4968D,CST762802,PF0476782587,3514,528.27,19-03-2025,21-03-2025,Sell,HDFC Custodian,BRK002,Custodian
S6792H,CST131855,UY7675148056,8182,989.64,22-05-2025,25-05-2025,Buy,State Street,BRK003,Custodian
S1794P,CST929650,TA2717566213,5035,374.81,01-01-2025,03-01-2025,Buy,State Street,BRK002,Custodian
W8870M,CST320358,PK5099917166,3249,208.65,18-05-2025,20-05-2025,Sell,Hernandez-Stewart,BRK004,Custodian
S8263J,CST517785,AP4125919014,7708,862.78,09-06-2025,10-06-2025,Buy,HDFC Custodian,BRK002,Custodian
I3873G,CST824510,TG0048155417,1262,544.89,07-01-2025,09-01-2025,Buy,Kirby-Conley,BRK001,Custodian
Z4298Z,CST952560,PU8038412278,9620,649.65,16-02-2025,18-02-2025,Buy,HDFC Custodian,BRK004,Custodian
P4268R,CST349837,GG2625043226,6744,416.85,03-06-2025,06-06-2025,Sell,Christian-Nelson,BRK002,Custodian
Q3963Y,CST921218,DS3333665696,5968,513.81,24-01-2025,27-01-2025,Sell,State Street,BRK003,Custodian
R3215J,CST463910,YR2177917721,6618,440.09,04-06-2025,05-06-2025,Sell,BNY Mellon,BRK003,Custodian
R6512Y,CST238558,JX8601865141,4633,306.47,06-04-2025,09-04-2025,Buy,Northern Trust,BRK002,Custodian
L3366N,CST897931,SW4244739008,3455,402.54,24-01-2025,25-01-2025,Sell,Northern Trust,BRK001,Custodian
L3090B,CST784889,GT8382006386,5050,868.15,14-03-2025,16-03-2025,Sell,BNY Mellon,BRK002,Custodian
V7980V,CST561884,YG5792256848,9813,325.09,03-06-2025,06-06-2025,Sell,Northern Trust,BRK001,Custodian
B4505B,CST920467,JL5130270531,4285,636.84,01-05-2025,02-05-2025,Sell,HDFC Custodian,BRK003,Custodian
H5246T,CST639860,HL5908510341,2881,754.87,29-05-2025,30-05-2025,Sell,HDFC Custodian,BRK001,Custodian
F2757L,CST111805,GW1308058373,340,690.29,18-04-2025,19-04-2025,Sell,BNY Mellon,BRK004,Custodian
H9642J,CST903374,BB1367166429,8676,548.75,03-04-2025,06-04-2025,Sell,State Street,BRK002,Custodian
I7999J,CST458622,ZH8033903686,6006,580.58,13-02-2025,16-02-2025,Buy,HDFC Custodian,BRK001,Custodian
C5726B,CST960854,AV4394131010,7938,636.54,10-05-2025,11-05-2025,Sell,HDFC Custodian,BRK002,Custodian
U2050R,CST731860,GG9343890520,6376,671.5,10-01-2025,13-01-2025,Buy,State Street,BRK004,Custodian
S1355K,CST344910,EW6577066557,3568,489.12,10-05-2025,13-05-2025,Sell,Northern Trust,BRK001,Custodian
A7924Z,CST245510,XK1164605195,1502,565.73,06-03-2025,08-03-2025,Buy,Northern Trust,BRK003,Custodian
K5847K,CST313010,TX9887207951,1993,426.97,22-12-2024,23-12-2024,Buy,BNY Mellon,BRK001,Custodian
L5743K,CST378788,SV4180410428,9191,218.8,07-03-2025,08-03-2025,Buy,State Street,BRK004,Custodian
U4843J,CST843254,KL0846954996,7628,880.86,16-02-2025,18-02-2025,Sell,State Street,BRK004,Custodian
J4707A,CST615845,DZ6732857686,1925,903.74,15-06-2025,16-06-2025,Sell,State Street,BRK004,Custodian
D6042E,CST401733,XK6296141929,7786,480.92,16-06-2025,17-06-2025,Buy,HDFC Custodian,BRK004,Custodian
D3654O,CST328897,EL1753307013,6616,835.46,13-04-2025,14-04-2025,Sell,HDFC Custodian,BRK003,Custodian
S8452P,CST799545,XG0562137976,8903,82.23,15-05-2025,18-05-2025,Sell,HDFC Custodian,BRK001,Custodian
O8463V,CST561621,EI9643183920,5321,384.92,12-06-2025,15-06-2025,Sell,Northern Trust,BRK001,Custodian
W1586T,CST197987,JO5363135158,605,454.19,19-03-2025,22-03-2025,Sell,BNY Mellon,BRK002,Custodian
W2991F,CST954215,DY9937056518,927,766.59,25-05-2025,28-05-2025,Buy,State Street,BRK003,Custodian
O1097D,CST857359,LM2279796797,6863,214.67,30-04-2025,02-05-2025,Buy,HDFC Custodian,BRK004,Custodian
M5828K,CST667609,EI7204711314,5401,657.27,28-05-2025,29-05-2025,Buy,HDFC Custodian,BRK002,Custodian
F1062Z,CST342891,KS8526770837,6887,261.66,03-05-2025,06-05-2025,Buy,Northern Trust,BRK002,Custodian
Z8024J,CST973990,HM5418475870,7096,53.99,03-06-2025,04-06-2025,Sell,State Street,BRK003,Custodian
D5043S,CST336595,EY3624241655,770,76.23,18-05-2025,21-05-2025,Buy,Northern Trust,BRK002,Custodian
F6412S,CST808987,LJ9995484295,7738,107.39,16-06-2025,19-06-2025,Buy,Northern Trust,BRK003,Custodian
O7849N,CST205172,DQ9303310585,3713,146.16,26-12-2024,27-12-2024,Sell,BNY Mellon,BRK003,Custodian
H8426H,CST224340,IX2457110105,4968,75.9,16-05-2025,19-05-2025,Buy,BNY Mellon,BRK002,Custodian
M7808C,CST692636,MY3407889666,3398,608.82,08-01-2025,11-01-2025,Sell,HDFC Custodian,BRK002,Custodian
G3028K,CST116205,KL8459217656,7580,916.42,23-05-2025,26-05-2025,Buy,State Street,BRK003,Custodian
K4336Z,CST527043,PH5753444419,1773,185.41,10-02-2025,12-02-2025,Buy,HDFC Custodian,BRK004,Custodian
I1181K,CST280475,ZE5357482607,9738,357.46,27-12-2024,28-12-2024,Sell,BNY Mellon,BRK002,Custodian
L7894L,CST400860,RO2827959207,6041,465.62,30-01-2025,01-02-2025,Buy,HDFC Custodian,BRK002,Custodian
O2634V,CST982135,SA9518923286,3274,625.02,12-03-2025,13-03-2025,Buy,BNY Mellon,BRK003,Custodian
Q3351M,CST324403,RW8178869553,8666,896.83,07-01-2025,08-01-2025,Sell,State Street,BRK004,Custodian
Z1946Q,CST747837,HL1214190020,2660,153.59,31-01-2025,02-02-2025,Buy,State Street,BRK002,Custodian
A7794W,CST202534,KU9331499241,3958,278.3,16-06-2025,17-06-2025,Sell,State Street,BRK004,Custodian
B6844Q,CST714272,BN4837705283,7816,721.99,27-04-2025,28-04-2025,Buy,BNY Mellon,BRK004,Custodian
N6305Z,CST334562,RU1231040796,4252,977.42,05-03-2025,08-03-2025,Buy,State Street,BRK003,Custodian
N9909A,CST115566,NC5673077934,5814,655.99,14-03-2025,16-03-2025,Buy,HDFC Custodian,BRK002,Custodian
Q9892N,CST561100,CC7142229372,5858,790.37,08-03-2025,11-03-2025,Sell,Northern Trust,BRK003,Custodian
K1575Z,CST528544,QZ5083134036,920,223.35,14-06-2025,15-06-2025,Buy,HDFC Custodian,BRK003,Custodian
F6223I,CST758114,PM7532004533,3218,341.3,26-03-2025,28-03-2025,Sell,State Street,BRK003,Custodian
H6784U,CST163493,EU7703230231,7708,793.03,23-12-2024,25-12-2024,Buy,Northern Trust,BRK003,Custodian
L1542J,CST919745,FZ3521333720,5944,394.36,10-01-2025,12-01-2025,Buy,Northern Trust,BRK003,Custodian
Y5884N,CST175461,PP1333748873,7883,148.24,09-04-2025,11-04-2025,Sell,Fitzgerald and Sons,BRK001,Custodian
P7261E,CST717482,IP7909376939,1846,332.32,21-04-2025,22-04-2025,Buy,HDFC Custodian,BRK001,Custodian
Y8278I,CST184521,IG9336808861,5499,806.98,22-05-2025,25-05-2025,Buy,BNY Mellon,BRK004,Custodian
N2017F,CST979574,DO6949461593,8408,58.45,15-04-2025,16-04-2025,Sell,Northern Trust,BRK001,Custodian
E3858J,CST376709,HU3675711650,1295,355.82,02-06-2025,05-06-2025,Sell,BNY Mellon,BRK002,Custodian
C4256S,CST976925,GW6453706806,3344,967.27,12-01-2025,14-01-2025,Sell,HDFC Custodian,BRK003,Custodian
R1906X,CST117842,VU0535776778,9965,72.56,16-04-2025,18-04-2025,Sell,State Street,BRK002,Custodian
F2183U,CST881643,AA4184496921,7831,864.01,10-03-2025,11-03-2025,Sell,Bailey Ltd,BRK004,Custodian
C2940E,CST625412,JZ7230411712,1412,134.09,09-04-2025,12-04-2025,Sell,Pierce-Brown,BRK003,Custodian
N4475T,CST549970,VM5208575934,5602,423.61,26-05-2025,27-05-2025,Buy,State Street,BRK003,Custodian
J9304I,CST501671,HV1382132918,4370,787.19,14-02-2025,15-02-2025,Sell,"Harris, Bolton and Howard",BRK004,Custodian
E8761Z,CST878160,TY9722262894,2175,65.33,14-05-2025,15-05-2025,Buy,State Street,BRK001,Custodian
B7426J,CST295606,BX1582057462,7657,504.12,02-04-2025,03-04-2025,Sell,HDFC Custodian,BRK003,Custodian
M9805V,CST485112,ZE7111380111,6641,602.3,07-04-2025,08-04-2025,Sell,BNY Mellon,BRK002,Custodian
V2197N,CST781167,DS5015322097,1110,734.05,10-04-2025,13-04-2025,Buy,State Street,BRK003,Custodian
G4018L,CST986889,JR7110308954,1729,731.02,13-02-2025,15-02-2025,Buy,Northern Trust,BRK003,Custodian
V9235I,CST860348,EB5384921199,6954,424.39,20-03-2025,22-03-2025,Sell,"Lowe, Davis and Sanders",BRK004,Custodian
I9933H,CST172686,PC3716144512,6174,286.11,05-01-2025,07-01-2025,Buy,Northern Trust,BRK002,Custodian
H5332G,CST862625,PS7633552984,4395,828.99,01-04-2025,02-04-2025,Buy,HDFC Custodian,BRK004,Custodian
B2833D,CST541041,NU1669542002,7451,51.6,26-04-2025,28-04-2025,Sell,HDFC Custodian,BRK004,Custodian
E3892R,CST767799,AN5761067134,2089,671.48,06-01-2025,08-01-2025,Buy,State Street,BRK003,Custodian
Y6277I,CST382042,BA2080309212,3031,486.25,03-01-2025,04-01-2025,Sell,BNY Mellon,BRK004,Custodian
D3272M,CST604380,AZ5968131900,2608,213.64,19-04-2025,21-04-2025,Sell,Northern Trust,BRK004,Custodian
K4444Y,CST540857,AH8058155163,8415,833.31,14-06-2025,17-06-2025,Sell,HDFC Custodian,BRK002,Custodian
